sid,id,target,category,polarity,from,to
34710:3,34710:3:0,NULL,SERVICE#GENERAL,negative,0,0
34710:4,34710:4:0,официантка,SERVICE#GENERAL,negative,12,22
34710:6,34710:6:0,NULL,SERVICE#GENERAL,negative,0,0
34710:7,34710:7:0,NULL,SERVICE#GENERAL,negative,0,0
34710:9,34710:9:0,кухня,FOOD#QUALITY,positive,3,8
34710:9,34710:9:1,кеталонский крем,FOOD#QUALITY,positive,19,35
34710:10,34710:10:0,официантов,SERVICE#GENERAL,negative,19,29
34761:3,34761:3:0,места для наших гостей,AMBIENCE#GENERAL,positive,47,69
34761:4,34761:4:0,Менеджер,SERVICE#GENERAL,positive,0,8
34761:5,34761:5:0,блюда,FOOD#QUALITY,positive,33,38
34761:6,34761:6:0,Стол,FOOD#STYLE_OPTIONS,positive,0,4
34761:7,34761:7:0,интерьер,AMBIENCE#GENERAL,positive,35,43
34761:8,34761:8:0,едой,FOOD#QUALITY,positive,29,33
34761:8,34761:8:1,сервисом,SERVICE#GENERAL,positive,35,43
34761:8,34761:8:2,атмосферой,AMBIENCE#GENERAL,positive,63,73
34761:9,34761:9:0,NULL,SERVICE#GENERAL,positive,0,0
34761:10,34761:10:0,Duplex,RESTAURANT#GENERAL,positive,91,97
3480:0,3480:0:0,ресторан,RESTAURANT#GENERAL,positive,20,28
3480:1,3480:1:0,месте,LOCATION#GENERAL,positive,8,13
3480:1,3480:1:1,интерьер,AMBIENCE#GENERAL,positive,43,51
3480:2,3480:2:0,мясо,FOOD#QUALITY,positive,78,82
3480:2,3480:2:1,вино,DRINKS#QUALITY,neutral,92,96
3480:3,3480:3:0,Бизнес-ланч,FOOD#PRICES,neutral,0,11
3480:3,3480:3:1,Бизнес-ланч,FOOD#QUALITY,positive,0,11
3480:4,3480:4:0,Порции,FOOD#STYLE_OPTIONS,positive,0,6
3480:5,3480:5:0,меню,FOOD#STYLE_OPTIONS,positive,8,12
3480:6,3480:6:0,NULL,SERVICE#GENERAL,positive,0,0
3480:7,3480:7:0,яблоко печеное,FOOD#QUALITY,positive,18,32
3480:8,3480:8:0,салат с рукколой и креветками,FOOD#QUALITY,positive,20,49
3480:8,3480:8:1,заправка,FOOD#QUALITY,neutral,72,80
3480:9,3480:9:0,официанты,SERVICE#GENERAL,positive,56,65
3480:9,3480:9:1,мужчины,SERVICE#GENERAL,positive,107,114
3480:11,3480:11:0,NULL,SERVICE#GENERAL,positive,0,0
3480:12,3480:12:0,NULL,SERVICE#GENERAL,positive,0,0
3480:13,3480:13:0,официанты,SERVICE#GENERAL,positive,12,21
3480:14,3480:14:0,NULL,RESTAURANT#GENERAL,positive,0,0
3480:15,3480:15:0,кухню,FOOD#QUALITY,positive,38,43
3480:15,3480:15:1,отношение к клиентам,SERVICE#GENERAL,positive,54,74
34889:3,34889:3:0,кондиционера,AMBIENCE#GENERAL,positive,43,55
34889:3,34889:3:1,музыку,AMBIENCE#GENERAL,positive,75,81
34889:4,34889:4:0,Девушки администраторы,SERVICE#GENERAL,positive,0,22
34889:4,34889:4:1,атмосфера,AMBIENCE#GENERAL,positive,51,60
34889:4,34889:4:2,интерьер,AMBIENCE#GENERAL,positive,82,90
34889:4,34889:4:3,столики,AMBIENCE#GENERAL,positive,100,107
34889:6,34889:6:0,блюд,FOOD#STYLE_OPTIONS,positive,13,17
34889:6,34889:6:1,официанты,SERVICE#GENERAL,positive,19,28
34889:7,34889:7:0,NULL,FOOD#QUALITY,positive,0,0
34889:7,34889:7:1,NULL,SERVICE#GENERAL,positive,0,0
34889:8,34889:8:0,десерты,FOOD#QUALITY,positive,12,19
34889:9,34889:9:0,NULL,RESTAURANT#GENERAL,positive,0,0
34889:10,34889:10:0,место,RESTAURANT#GENERAL,positive,29,34
34889:10,34889:10:1,атомосфере,AMBIENCE#GENERAL,positive,76,86
34889:10,34889:10:2,блюд,FOOD#QUALITY,positive,151,155
34889:13,34889:13:0,место,RESTAURANT#GENERAL,positive,28,33
34956:0,34956:0:0,ресторанчик,RESTAURANT#GENERAL,positive,99,110
34956:1,34956:1:0,кухня,FOOD#QUALITY,positive,43,48
34956:3,34956:3:0,котлетки,FOOD#QUALITY,positive,58,66
34956:3,34956:3:1,роллы,FOOD#QUALITY,positive,69,74
34956:4,34956:4:0,Ролл,FOOD#QUALITY,positive,0,4
34956:7,34956:7:0,котлетки из лосося и креветок,FOOD#QUALITY,positive,44,73
34956:8,34956:8:0,блюда,FOOD#QUALITY,positive,36,41
34956:9,34956:9:0,суп из двух рыб,FOOD#QUALITY,positive,14,29
34956:9,34956:9:1,стейк из лосося,FOOD#QUALITY,positive,31,46
34956:9,34956:9:2,бефстроганов с пюре,FOOD#QUALITY,positive,49,68
34956:10,34956:10:0,Интерьер,AMBIENCE#GENERAL,neutral,0,8
34956:10,34956:10:1,обслуживание,SERVICE#GENERAL,neutral,59,71
34956:12,34956:12:0,NULL,RESTAURANT#GENERAL,positive,0,0
35085:0,35085:0:0,Место,RESTAURANT#GENERAL,positive,0,5
35085:3,35085:3:0,Обслуживание,SERVICE#GENERAL,negative,0,12
35085:6,35085:6:0,официант,SERVICE#GENERAL,negative,7,15
35085:7,35085:7:0,NULL,SERVICE#GENERAL,negative,0,0
35085:9,35085:9:0,NULL,RESTAURANT#GENERAL,negative,0,0
35085:9,35085:9:1,антуража,AMBIENCE#GENERAL,positive,71,79
35085:10,35085:10:0,отношении,SERVICE#GENERAL,negative,25,34
35085:11,35085:11:0,NULL,SERVICE#GENERAL,negative,0,0
35085:13,35085:13:0,Еда,FOOD#QUALITY,positive,0,3
35085:13,35085:13:1,Еда,FOOD#STYLE_OPTIONS,negative,0,3
35325:0,35325:0:0,местечко,RESTAURANT#GENERAL,positive,22,30
35325:0,35325:0:1,местечко,AMBIENCE#GENERAL,positive,22,30
35325:1,35325:1:0,блюда,FOOD#PRICES,positive,18,23
35325:2,35325:2:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
35325:2,35325:2:1,сервис,SERVICE#GENERAL,positive,11,17
35325:3,35325:3:0,место расположение,LOCATION#GENERAL,positive,8,26
35325:3,35325:3:1,парковка,RESTAURANT#MISCELLANEOUS,positive,33,41
35325:4,35325:4:0,Блюда,FOOD#QUALITY,neutral,0,5
35325:5,35325:5:0,официанты,SERVICE#GENERAL,negative,106,115
35325:5,35325:5:1,повара,SERVICE#GENERAL,negative,118,124
35325:6,35325:6:0,обслуживания,SERVICE#GENERAL,negative,54,66
35325:6,35325:6:1,место,RESTAURANT#GENERAL,positive,103,108
354:5,354:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
354:7,354:7:0,интерьер,AMBIENCE#GENERAL,positive,9,17
354:10,354:10:0,блюда,FOOD#QUALITY,positive,4,9
354:11,354:11:0,Повару,FOOD#QUALITY,positive,0,6
354:12,354:12:0,хинкали,FOOD#STYLE_OPTIONS,positive,6,13
354:13,354:13:0,хинкали,FOOD#STYLE_OPTIONS,positive,19,26
354:14,354:14:0,лагман,FOOD#STYLE_OPTIONS,positive,26,32
354:15,354:15:0,порции,FOOD#STYLE_OPTIONS,positive,8,14
354:16,354:16:0,Обслуживание,SERVICE#GENERAL,positive,0,12
354:17,354:17:0,Ресторан,RESTAURANT#GENERAL,positive,0,8
354:18,354:18:0,Руководству ресторана,RESTAURANT#GENERAL,positive,0,21
354:18,354:18:1,кухни,FOOD#QUALITY,positive,94,99
354:18,354:18:2,обслуживания,SERVICE#GENERAL,positive,117,129
35486:0,35486:0:0,NULL,RESTAURANT#GENERAL,negative,0,0
35486:2,35486:2:0,ресторана/паба,RESTAURANT#GENERAL,negative,60,74
35486:3,35486:3:0,официантка,SERVICE#GENERAL,negative,49,59
35486:4,35486:4:0,блюд из меню,FOOD#STYLE_OPTIONS,negative,9,21
35486:5,35486:5:0,официантка,SERVICE#GENERAL,negative,21,31
35486:7,35486:7:0,офицантка,SERVICE#GENERAL,negative,27,36
35486:9,35486:9:0,цезарь с креветками,FOOD#QUALITY,negative,17,36
35486:9,35486:9:1,курицы,FOOD#STYLE_OPTIONS,negative,38,44
35486:10,35486:10:0,официантка,SERVICE#GENERAL,negative,6,16
35486:13,35486:13:0,NULL,RESTAURANT#GENERAL,negative,0,0
35486:13,35486:13:1,NULL,SERVICE#GENERAL,negative,0,0
3552:0,3552:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
3552:1,3552:1:0,пицца,FOOD#QUALITY,positive,14,19
3552:1,3552:1:1,салаты на закуску,FOOD#QUALITY,positive,22,39
3552:1,3552:1:2,горячих блюд,FOOD#STYLE_OPTIONS,positive,55,67
3552:1,3552:1:3,блюдами,FOOD#QUALITY,positive,148,155
3552:2,3552:2:0,торт тирамису,FOOD#QUALITY,positive,17,30
3552:3,3552:3:0,музыка,AMBIENCE#GENERAL,positive,16,22
3552:4,3552:4:0,официанты,SERVICE#GENERAL,positive,19,28
3552:4,3552:4:1,администраторы,SERVICE#GENERAL,positive,31,45
3552:5,3552:5:0,NULL,AMBIENCE#GENERAL,positive,0,0
3552:5,3552:5:1,NULL,RESTAURANT#GENERAL,positive,0,0
35613:0,35613:0:0,обслуживание,SERVICE#GENERAL,negative,21,33
35613:1,35613:1:0,официанты,SERVICE#GENERAL,negative,175,184
35613:3,35613:3:0,NULL,RESTAURANT#GENERAL,negative,0,0
35613:4,35613:4:0,NULL,SERVICE#GENERAL,negative,0,0
35613:5,35613:5:0,NULL,SERVICE#GENERAL,negative,0,0
35613:6,35613:6:0,сервиса,SERVICE#GENERAL,negative,24,31
35613:6,35613:6:1,кухни,FOOD#QUALITY,positive,48,53
35613:6,35613:6:2,интерьера,AMBIENCE#GENERAL,positive,64,73
35620:1,35620:1:0,персонал,SERVICE#GENERAL,positive,121,129
35620:2,35620:2:0,NULL,SERVICE#GENERAL,positive,0,0
35620:3,35620:3:0,японское меню,FOOD#PRICES,positive,34,47
35620:4,35620:4:0,Обслуживание,SERVICE#GENERAL,positive,0,12
35620:4,35620:4:1,еда,FOOD#QUALITY,positive,37,40
35620:4,35620:4:2,ассортимент бара,FOOD#STYLE_OPTIONS,positive,54,70
35620:5,35620:5:0,официант,SERVICE#GENERAL,positive,12,20
35620:6,35620:6:0,заведение,RESTAURANT#GENERAL,positive,56,65
35635:4,35635:4:0,NULL,RESTAURANT#GENERAL,negative,0,0
35635:5,35635:5:0,NULL,SERVICE#GENERAL,negative,0,0
35635:7,35635:7:0,NULL,RESTAURANT#GENERAL,negative,0,0
35635:8,35635:8:0,официант,SERVICE#GENERAL,negative,20,28
35635:9,35635:9:0,NULL,FOOD#QUALITY,negative,0,0
35635:12,35635:12:0,меню,FOOD#STYLE_OPTIONS,negative,33,37
35635:14,35635:14:0,рестораном,RESTAURANT#GENERAL,negative,50,60
35790:1,35790:1:0,кухней,RESTAURANT#PRICES,positive,9,15
35790:1,35790:1:1,кухней,FOOD#QUALITY,positive,9,15
35790:1,35790:1:2,сервисом,SERVICE#GENERAL,positive,17,25
35790:1,35790:1:3,обстановкой,AMBIENCE#GENERAL,positive,27,38
35790:2,35790:2:0,пицца,FOOD#QUALITY,positive,51,56
35790:5,35790:5:0,Официант,SERVICE#GENERAL,positive,0,8
35790:6,35790:6:0,столики,AMBIENCE#GENERAL,negative,21,28
35790:6,35790:6:1,столики,AMBIENCE#GENERAL,negative,116,123
35790:7,35790:7:0,место,RESTAURANT#MISCELLANEOUS,neutral,91,96
35790:8,35790:8:0,пиццы,FOOD#QUALITY,positive,5,10
35790:9,35790:9:0,Интерьер,AMBIENCE#GENERAL,neutral,0,8
35790:10,35790:10:0,еда,FOOD#QUALITY,positive,33,36
35790:10,35790:10:1,обслуживание,SERVICE#GENERAL,neutral,50,62
35863:5,35863:5:0,NULL,SERVICE#GENERAL,positive,0,0
35863:6,35863:6:0,официанта,SERVICE#GENERAL,positive,55,64
35863:7,35863:7:0,NULL,SERVICE#GENERAL,positive,0,0
35863:10,35863:10:0,NULL,FOOD#QUALITY,positive,0,0
35863:11,35863:11:0,Рыбка,FOOD#QUALITY,positive,0,5
35863:11,35863:11:1,овощи на гриле,FOOD#QUALITY,positive,19,33
35863:11,35863:11:2,хлебная корзина,FOOD#QUALITY,positive,36,51
35863:12,35863:12:0,Корзину,FOOD#QUALITY,positive,0,7
35863:13,35863:13:0,NULL,FOOD#QUALITY,positive,0,0
35863:14,35863:14:0,интерьера,AMBIENCE#GENERAL,positive,13,22
35863:15,35863:15:0,столы,AMBIENCE#GENERAL,negative,15,20
35863:16,35863:16:0,NULL,RESTAURANT#GENERAL,positive,0,0
35863:17,35863:17:0,NULL,RESTAURANT#GENERAL,positive,0,0
35867:1,35867:1:0,NULL,RESTAURANT#PRICES,positive,0,0
35867:1,35867:1:1,места,RESTAURANT#GENERAL,positive,49,54
35867:1,35867:1:2,меню,FOOD#STYLE_OPTIONS,positive,67,71
35867:1,35867:1:3,выпечка,FOOD#QUALITY,positive,100,107
35867:1,35867:1:4,сервис,SERVICE#GENERAL,positive,121,127
35867:1,35867:1:5,расположение,LOCATION#GENERAL,positive,137,149
35867:1,35867:1:6,интерьер,AMBIENCE#GENERAL,positive,174,182
35867:1,35867:1:7,атмосферу,AMBIENCE#GENERAL,positive,227,236
35867:2,35867:2:0,персоналу,SERVICE#GENERAL,positive,37,46
35867:3,35867:3:0,менеджера,SERVICE#GENERAL,positive,35,44
35867:4,35867:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
35867:5,35867:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
35904:2,35904:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
35904:3,35904:3:0,Сервис,SERVICE#GENERAL,positive,0,6
35904:3,35904:3:1,меню,FOOD#STYLE_OPTIONS,positive,46,50
35904:3,35904:3:2,напиткам,DRINKS#STYLE_OPTIONS,positive,53,61
35904:3,35904:3:3,интерьер,AMBIENCE#GENERAL,positive,72,80
35904:4,35904:4:0,Официантка,SERVICE#GENERAL,positive,0,10
35904:4,35904:4:1,кухня,FOOD#QUALITY,positive,86,91
35904:5,35904:5:0,Ребята,SERVICE#GENERAL,positive,0,6
35904:5,35904:5:1,администратор,SERVICE#GENERAL,positive,36,49
35904:6,35904:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
35904:7,35904:7:0,NULL,RESTAURANT#GENERAL,positive,0,0
36:3,36:3:0,Место,AMBIENCE#GENERAL,positive,0,5
36:3,36:3:1,диванчики,AMBIENCE#GENERAL,positive,34,43
36:4,36:4:0,музыка,AMBIENCE#GENERAL,positive,16,22
36:7,36:7:0,Овощной салат,FOOD#QUALITY,positive,0,13
36:8,36:8:0,Мясная и сырная тарелки,FOOD#QUALITY,neutral,0,23
36:9,36:9:0,стейки из мяса и лосося,FOOD#QUALITY,positive,29,52
36:9,36:9:1,еда,FOOD#QUALITY,positive,101,104
36:10,36:10:0,комплимента от шеф-повара,SERVICE#GENERAL,neutral,16,41
36:12,36:12:0,ассортимент пива,DRINKS#STYLE_OPTIONS,negative,33,49
36:13,36:13:0,NULL,SERVICE#GENERAL,negative,0,0
36:14,36:14:0,Атмосфера,AMBIENCE#GENERAL,positive,0,9
36:17,36:17:0,Обслуживание,SERVICE#GENERAL,positive,0,12
36:18,36:18:0,девушка,SERVICE#GENERAL,positive,3,10
36:21,36:21:0,NULL,RESTAURANT#GENERAL,positive,0,0
36049:1,36049:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
36049:2,36049:2:0,интерьер,AMBIENCE#GENERAL,positive,20,28
36049:2,36049:2:1,обслуживание,SERVICE#GENERAL,positive,58,70
36049:3,36049:3:0,NULL,FOOD#QUALITY,positive,0,0
36049:5,36049:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
36049:6,36049:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
36079:0,36079:0:0,ресторан,RESTAURANT#GENERAL,positive,9,17
36079:0,36079:0:1,кафе,RESTAURANT#GENERAL,positive,29,33
36079:1,36079:1:0,обстановка,AMBIENCE#GENERAL,positive,13,23
36079:1,36079:1:1,персонал,SERVICE#GENERAL,positive,33,41
36079:1,36079:1:2,интерьер,AMBIENCE#GENERAL,positive,52,60
36079:3,36079:3:0,лифт,AMBIENCE#GENERAL,neutral,20,24
36079:4,36079:4:0,алкоголя,DRINKS#STYLE_OPTIONS,neutral,65,73
36085:1,36085:1:0,кафе,RESTAURANT#GENERAL,positive,88,92
36085:2,36085:2:0,интерьер,AMBIENCE#GENERAL,positive,16,24
36085:2,36085:2:1,блюда,FOOD#QUALITY,positive,44,49
36085:2,36085:2:2,персонал,SERVICE#GENERAL,positive,117,125
36085:3,36085:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
36085:4,36085:4:0,место,RESTAURANT#GENERAL,positive,24,29
36085:5,36085:5:0,Mon Petit Cafe,RESTAURANT#GENERAL,positive,8,22
36126:2,36126:2:0,места,RESTAURANT#GENERAL,positive,93,98
36126:3,36126:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
36126:4,36126:4:0,помещение,AMBIENCE#GENERAL,positive,20,29
36126:4,36126:4:1,центральном зале,AMBIENCE#GENERAL,positive,39,55
36126:4,36126:4:2,кухня,FOOD#QUALITY,positive,73,78
36126:4,36126:4:3,внешний вид стола,FOOD#STYLE_OPTIONS,positive,82,99
36126:5,36126:5:0,сотрудники,SERVICE#GENERAL,positive,27,37
36126:5,36126:5:1,администратор,SERVICE#GENERAL,positive,40,53
36126:5,36126:5:2,официант,SERVICE#GENERAL,positive,106,114
36126:5,36126:5:3,работа,SERVICE#GENERAL,positive,122,128
36126:6,36126:6:0,NULL,SERVICE#GENERAL,positive,0,0
36126:7,36126:7:0,обслуживание,SERVICE#GENERAL,positive,37,49
36126:8,36126:8:0,коллективу,RESTAURANT#GENERAL,positive,8,18
36126:9,36126:9:0,ресторан,RESTAURANT#GENERAL,positive,50,58
36166:1,36166:1:0,ресторан,RESTAURANT#GENERAL,positive,37,45
36166:2,36166:2:0,NULL,FOOD#QUALITY,positive,0,0
36166:2,36166:2:1,ресторан,RESTAURANT#GENERAL,positive,83,91
36166:3,36166:3:0,Маргарита,FOOD#QUALITY,positive,11,20
36166:3,36166:3:1,еда,FOOD#QUALITY,positive,30,33
36166:3,36166:3:2,музыка,AMBIENCE#GENERAL,positive,45,51
36166:4,36166:4:0,мексиканкой едой,FOOD#QUALITY,positive,111,127
36166:4,36166:4:1,атмосферой,AMBIENCE#GENERAL,positive,129,139
36166:6,36166:6:0,место,RESTAURANT#GENERAL,positive,9,14
36205:4,36205:4:0,ресторан,LOCATION#GENERAL,positive,48,56
36205:5,36205:5:0,NULL,SERVICE#GENERAL,positive,0,0
36205:6,36205:6:0,администратор,SERVICE#GENERAL,positive,56,69
36205:7,36205:7:0,официант,SERVICE#GENERAL,positive,37,45
36205:9,36205:9:0,интерьероом,AMBIENCE#GENERAL,positive,29,40
36205:11,36205:11:0,NULL,AMBIENCE#GENERAL,positive,0,0
36205:12,36205:12:0,зал,AMBIENCE#GENERAL,positive,23,26
36205:13,36205:13:0,блюда,FOOD#QUALITY,positive,12,17
36205:14,36205:14:0,Лосось,FOOD#QUALITY,positive,0,6
36205:14,36205:14:1,салат Цезарь,FOOD#QUALITY,positive,27,39
36205:16,36205:16:0,подача,FOOD#STYLE_OPTIONS,positive,72,78
36205:17,36205:17:0,NULL,RESTAURANT#GENERAL,positive,0,0
36205:19,36205:19:0,NULL,RESTAURANT#GENERAL,positive,0,0
36274:0,36274:0:0,"кафе "" На Парах""",RESTAURANT#GENERAL,positive,29,45
36274:0,36274:0:1,блюда,FOOD#STYLE_OPTIONS,positive,88,93
36274:1,36274:1:0,блюда на пару,FOOD#QUALITY,positive,58,71
36274:2,36274:2:0,цезарь с курицей,FOOD#QUALITY,positive,95,111
36274:2,36274:2:1,лосось со шпинатным соусом,FOOD#QUALITY,positive,113,139
36274:2,36274:2:2,чай облепиховый,DRINKS#QUALITY,positive,141,156
36274:2,36274:2:3,тирамису,FOOD#QUALITY,positive,159,167
36274:4,36274:4:0,кальян,RESTAURANT#MISCELLANEOUS,positive,23,29
36274:6,36274:6:0,Обстановка,AMBIENCE#GENERAL,positive,0,10
36274:6,36274:6:1,мягкая мебель,AMBIENCE#GENERAL,positive,54,67
36274:6,36274:6:2,столиков,AMBIENCE#GENERAL,positive,74,82
36274:6,36274:6:3,помещении,AMBIENCE#GENERAL,negative,107,116
36274:7,36274:7:0,заведений,RESTAURANT#GENERAL,positive,53,62
36321:2,36321:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
36321:3,36321:3:0,Обстановка,AMBIENCE#GENERAL,positive,0,10
36321:3,36321:3:1,помещение,AMBIENCE#GENERAL,positive,73,82
36321:5,36321:5:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
36321:5,36321:5:1,живописью,AMBIENCE#GENERAL,positive,62,71
36321:6,36321:6:0,банкетное меню,FOOD#QUALITY,positive,7,21
36321:6,36321:6:1,банкетное меню,FOOD#STYLE_OPTIONS,positive,7,21
36321:7,36321:7:0,NULL,SERVICE#GENERAL,positive,0,0
36321:7,36321:7:1,торты,FOOD#QUALITY,positive,130,135
36321:8,36321:8:0,горячего,FOOD#STYLE_OPTIONS,negative,39,47
36321:8,36321:8:1,порции,FOOD#QUALITY,positive,92,98
36321:8,36321:8:2,порции,FOOD#STYLE_OPTIONS,positive,92,98
36321:10,36321:10:0,Обслуживание,SERVICE#GENERAL,positive,0,12
36321:11,36321:11:0,NULL,SERVICE#GENERAL,positive,0,0
36321:12,36321:12:0,место для танцев,AMBIENCE#GENERAL,positive,17,33
36321:13,36321:13:0,Официанты,SERVICE#GENERAL,positive,0,9
36321:14,36321:14:0,место,RESTAURANT#GENERAL,positive,21,26
36359:2,36359:2:0,дизайн,AMBIENCE#GENERAL,positive,28,34
36359:5,36359:5:0,салат,FOOD#STYLE_OPTIONS,positive,14,19
36359:5,36359:5:1,салат,FOOD#QUALITY,positive,14,19
36359:6,36359:6:0,обслуживание,SERVICE#GENERAL,positive,46,58
36359:7,36359:7:0,NULL,SERVICE#GENERAL,positive,0,0
36359:7,36359:7:1,атмосферу,AMBIENCE#GENERAL,positive,30,39
36402:0,36402:0:0,заведение,RESTAURANT#GENERAL,positive,9,18
36402:1,36402:1:0,залах,AMBIENCE#GENERAL,positive,39,44
36402:1,36402:1:1,холлах,AMBIENCE#GENERAL,positive,54,60
36402:1,36402:1:2,гардеробе,RESTAURANT#MISCELLANEOUS,positive,63,72
36402:3,36402:3:0,NULL,AMBIENCE#GENERAL,positive,0,0
36402:4,36402:4:0,Администратор,SERVICE#GENERAL,positive,0,13
36402:4,36402:4:1,официант,SERVICE#GENERAL,positive,50,58
36402:6,36402:6:0,NULL,FOOD#QUALITY,positive,0,0
36402:6,36402:6:1,порции,FOOD#STYLE_OPTIONS,positive,26,32
36402:6,36402:6:2,оформление блюд,FOOD#STYLE_OPTIONS,positive,72,87
36402:7,36402:7:0,NULL,RESTAURANT#PRICES,neutral,0,0
36407:2,36407:2:0,детская комната,RESTAURANT#MISCELLANEOUS,positive,25,40
36407:2,36407:2:1,няня,SERVICE#GENERAL,positive,56,60
36407:3,36407:3:0,Сотрудники,SERVICE#GENERAL,positive,0,10
36407:4,36407:4:0,NULL,SERVICE#GENERAL,positive,0,0
36407:5,36407:5:0,NULL,SERVICE#GENERAL,positive,0,0
36407:7,36407:7:0,Ресторан,AMBIENCE#GENERAL,positive,0,8
36407:8,36407:8:0,Еда,FOOD#QUALITY,positive,0,3
36407:8,36407:8:1,пицца,FOOD#QUALITY,positive,31,36
36407:8,36407:8:2,пасту с морепродуктами,FOOD#QUALITY,positive,53,75
36407:8,36407:8:3,свинина с грибами,FOOD#QUALITY,positive,94,111
36407:8,36407:8:4,лазанья с лососем,FOOD#QUALITY,positive,137,154
36407:9,36407:9:0,NULL,FOOD#PRICES,neutral,0,0
